weekly_self_study_hours,attendance_percentage,class_participation,total_score
12.7,81.0,5.1,90.9
13.5,77.1,4.1,71.1
18.5,89.9,9.6,94.9
11.3,82.5,6.7,88.7
18.6,100.0,1.3,90.2
28.5,100.0,7.5,100.0
20.7,83.2,5.0,100.0
14.7,86.7,3.8,90.9
13.7,89.8,5.7,67.7
12.5,97.7,8.3,87.1
23.3,96.8,6.6,85.5
10.6,98.3,8.5,76.7
15.3,94.3,5.4,77.3
15.4,81.0,4.3,92.4
11.5,94.3,9.1,86.5
5.4,76.4,5.6,46.8
17.3,65.4,1.9,100.0
14.6,91.7,3.5,89.3
18.5,87.6,5.6,100.0
11.3,89.3,2.6,75.7
23.5,94.0,4.6,100.0
8.9,81.9,4.1,57.4
27.0,95.4,2.0,100.0
2.8,76.3,3.9,57.9
18.0,68.7,9.2,96.8
18.3,86.7,5.2,81.9
9.4,68.7,1.1,82.7
18.0,72.2,0.2,83.7
24.0,90.4,5.6,100.0
0.0,99.2,5.1,49.8
18.5,87.7,3.9,96.3
0.0,76.1,7.3,30.2
8.2,60.6,7.7,84.2
26.4,75.8,7.2,100.0
10.9,80.6,4.2,60.8
6.8,89.4,1.9,58.5
13.6,81.1,3.6,100.0
29.5,74.7,5.6,100.0
2.2,54.3,5.1,65.0
7.6,74.9,0.9,68.9
25.5,100.0,4.2,100.0
28.0,86.5,7.2,90.5
14.3,100.0,4.8,78.2
6.3,85.6,6.5,65.4
29.7,75.6,7.2,100.0
26.2,82.6,8.6,100.0
19.8,86.0,7.7,100.0
9.3,73.5,5.2,70.7
14.7,63.9,2.2,73.4
13.9,86.1,7.2,100.0
17.3,89.3,4.0,91.8
25.2,98.9,7.8,100.0
21.2,69.4,6.8,100.0
7.5,100.0,6.7,88.6
24.6,89.1,8.0,100.0
17.2,80.9,8.0,94.8
19.8,86.7,6.2,100.0
25.3,94.5,4.8,98.4
7.2,84.4,8.7,60.4
14.7,97.5,5.9,94.1
11.3,86.4,6.2,95.1
4.0,100.0,7.5,57.7
17.4,100.0,6.2,100.0
32.6,89.5,3.1,100.0
2.1,92.2,8.2,49.1
14.8,82.8,6.4,79.2
19.5,80.9,6.1,97.1
15.9,71.2,7.4,94.4
14.2,100.0,7.3,93.4
5.9,64.3,3.5,67.5
16.6,100.0,2.5,93.9
9.7,78.3,8.2,89.9
0.0,79.8,9.5,33.6
23.4,78.7,3.1,100.0
21.7,73.2,7.9,100.0
15.4,81.3,7.0,90.2
16.6,94.9,7.6,88.7
22.5,79.3,4.6,100.0
16.6,94.4,6.8,98.3
21.3,72.9,6.9,89.2
12.9,82.5,4.5,94.7
24.2,97.4,7.9,92.4
17.2,84.8,4.7,98.1
16.4,75.9,4.9,98.5
6.1,86.3,10.0,69.9
17.0,81.1,8.6,88.8
9.2,78.7,7.4,64.5
10.5,74.7,4.4,92.1
9.3,98.8,4.4,59.5
7.5,89.6,9.9,64.9
29.9,77.5,5.6,100.0
24.3,82.1,5.0,100.0
28.4,83.5,6.7,100.0
6.4,100.0,7.1,66.3
15.5,84.2,5.1,80.8
5.9,94.9,5.2,62.5
10.1,88.4,4.3,90.1
8.6,100.0,9.4,64.4
23.7,72.2,2.9,100.0
12.2,78.1,8.6,100.0
22.5,100.0,6.5,100.0
19.2,90.5,4.0,100.0
31.1,91.4,4.8,100.0
4.6,53.9,2.0,79.5
23.8,76.9,6.0,100.0
23.0,78.8,4.0,100.0
8.2,81.5,6.2,66.1
22.0,100.0,4.6,92.6
17.4,100.0,5.9,90.9
13.4,69.6,6.0,78.9
9.2,73.6,4.5,69.5
10.0,74.6,6.5,76.3
29.3,89.7,6.1,100.0
15.0,83.0,3.6,91.4
20.5,90.1,6.7,100.0
9.5,95.0,7.7,74.4
9.5,76.9,7.3,68.1
22.6,82.7,5.4,100.0
5.6,72.0,3.3,66.2
12.1,88.4,5.5,84.1
15.2,87.2,6.4,91.6
15.8,90.7,8.3,88.5
13.7,80.7,6.0,74.5
17.8,83.2,5.6,80.7
19.8,71.0,6.2,97.0
20.1,100.0,7.4,99.4
8.1,84.2,4.4,58.8
13.0,75.8,7.6,100.0
23.4,82.2,5.6,100.0
21.3,86.2,6.2,100.0
5.4,100.0,7.3,50.4
17.5,82.2,9.4,96.3
1.2,94.4,7.5,48.6
15.3,74.2,5.4,91.7
28.3,80.1,5.2,100.0
8.4,75.2,8.1,69.5
9.2,74.9,9.1,70.6
20.3,80.2,8.9,100.0
4.2,83.6,6.8,61.9
10.6,77.5,8.0,94.7
19.2,60.0,6.5,88.0
10.6,81.6,9.5,64.0
13.3,84.5,7.3,67.7
20.2,70.5,1.9,100.0
18.0,74.6,6.1,96.6
16.9,99.4,8.4,100.0
12.6,86.9,7.6,77.2
17.6,97.8,6.2,100.0
14.1,97.6,6.7,72.4
18.2,76.3,6.4,98.4
11.5,100.0,5.8,91.0
13.7,80.4,3.8,95.1
8.1,68.0,4.6,64.3
14.8,100.0,5.2,80.4
9.3,100.0,3.5,68.7
7.2,85.4,7.5,71.6
16.8,68.0,6.4,90.4
16.5,81.4,7.3,81.0
20.5,79.7,7.8,100.0
12.0,84.9,5.5,70.4
17.9,96.6,4.1,83.8
18.9,93.8,7.0,100.0
18.1,62.8,6.5,91.1
9.2,86.6,5.8,68.2
16.0,84.3,4.7,90.1
17.5,71.7,6.0,91.0
15.1,95.9,4.1,76.3
0.4,96.5,5.4,79.4
16.1,79.4,7.6,89.2
30.5,87.5,9.0,100.0
12.5,88.7,9.3,85.4
9.9,83.4,5.5,71.0
17.6,91.3,6.7,100.0
17.2,87.7,5.2,94.0
23.3,88.6,6.6,100.0
6.2,92.0,5.8,69.6
20.1,79.1,4.2,95.8
19.1,93.7,4.9,100.0
14.0,90.8,7.4,83.1
17.4,87.3,9.5,82.0
22.2,92.3,7.0,100.0
21.1,86.6,4.2,95.0
7.0,85.8,7.0,72.7
20.7,73.8,7.8,96.5
14.5,74.2,4.3,91.5
15.5,95.3,4.1,80.9
15.5,92.2,8.7,100.0
13.9,80.0,5.3,85.4
23.3,69.2,2.7,100.0
14.4,77.8,4.7,97.9
7.2,100.0,3.8,71.5
12.2,68.5,5.7,72.8
16.3,97.4,5.0,90.3
23.6,100.0,7.5,100.0
19.2,79.0,6.8,75.8
9.0,70.4,5.8,59.1
32.4,99.5,9.7,100.0
16.9,82.7,5.9,83.2
23.9,82.8,7.2,100.0
13.9,94.7,5.2,89.3
18.7,91.0,6.2,100.0
20.9,71.8,6.1,92.6
23.5,86.4,7.4,96.4
22.4,68.5,4.7,100.0
21.1,79.7,3.9,100.0
12.8,98.6,10.0,88.7
11.0,97.6,9.6,73.5
17.3,100.0,4.6,90.2
21.5,90.2,6.9,100.0
13.4,92.9,10.0,67.2
22.5,100.0,6.3,90.9
25.2,90.8,5.9,98.1
8.6,82.7,4.3,64.4
9.1,81.1,6.8,48.4
14.0,90.6,7.6,81.6
17.2,82.8,7.3,92.2
11.3,73.9,7.1,82.2
24.5,83.3,8.6,100.0
18.0,91.0,6.5,91.1
15.3,93.7,4.7,88.3
4.9,70.6,7.9,70.2
5.8,83.9,4.0,70.7
17.0,100.0,5.6,73.0
0.1,82.1,7.3,60.1
22.1,88.7,6.2,100.0
13.9,94.5,7.3,84.6
37.7,80.6,3.0,100.0
31.2,72.6,8.3,100.0
13.7,97.6,4.4,71.9
14.3,87.2,2.2,85.4
22.0,84.5,4.7,99.3
26.9,90.5,6.7,100.0
3.5,81.1,5.6,63.4
2.5,63.6,7.2,47.3
10.6,75.9,3.8,69.9
19.1,93.4,5.2,95.2
18.5,80.3,7.5,95.7
22.5,92.3,7.5,100.0
6.6,86.6,5.4,83.6
0.0,97.7,9.6,49.1
21.0,93.1,3.5,100.0
9.2,100.0,7.2,74.4
0.9,70.3,8.1,71.4
16.0,86.1,2.8,93.3
20.6,78.8,7.0,100.0
14.1,92.7,5.5,100.0
11.8,91.9,7.9,78.2
13.9,88.1,7.8,100.0
12.4,86.1,8.0,84.5
5.6,100.0,7.6,61.3
10.0,85.2,7.8,55.4
18.6,100.0,7.3,93.2
17.3,80.8,5.8,100.0
16.2,61.9,5.1,99.9
8.0,87.3,5.4,55.1
13.7,90.2,4.3,88.7
0.0,100.0,8.9,36.4
16.2,89.1,6.2,76.6
25.0,72.4,4.8,100.0
4.7,85.8,3.5,53.2
10.9,80.5,7.6,78.4
17.3,81.8,6.5,94.8
23.8,79.2,8.8,100.0
11.9,66.3,5.8,77.8
10.2,93.5,2.8,62.8
1.2,78.4,6.1,46.1
15.7,69.9,7.9,86.6
29.3,87.4,8.3,100.0
16.9,84.0,5.8,94.5
14.8,92.8,3.3,71.7
17.3,85.9,8.2,100.0
14.9,78.1,8.4,87.8
9.3,79.0,4.3,67.3
20.8,83.0,5.2,100.0
16.6,94.5,6.8,93.1
15.1,87.1,7.1,69.1
8.2,80.4,7.5,73.6
24.1,78.5,7.7,90.0
19.7,88.8,5.6,100.0
11.1,82.6,10.0,73.6
22.0,72.1,5.8,100.0
11.5,100.0,5.8,83.3
9.5,68.1,5.0,76.4
9.7,69.9,5.5,61.4
2.6,91.5,4.3,46.1
18.3,75.7,8.2,98.2
2.2,87.8,8.0,74.8
6.4,75.7,7.8,64.0
0.5,86.1,4.8,47.8
14.4,80.3,4.8,83.9
13.9,79.6,7.5,91.4
12.7,81.3,4.4,88.1
7.7,80.5,5.0,78.5
6.8,93.4,7.8,80.8
18.3,98.3,3.0,100.0
11.1,83.6,4.9,81.3
17.2,66.3,6.1,89.9
8.8,93.9,6.0,81.9
16.3,86.1,4.6,92.5
24.1,91.2,10.0,100.0
19.1,100.0,4.8,100.0
12.1,84.0,7.4,70.6
16.8,100.0,6.2,92.8
13.3,70.9,5.8,91.6
15.1,100.0,5.0,94.2
12.7,80.1,8.0,96.9
13.8,100.0,6.1,63.8
16.5,80.7,3.5,85.5
8.0,77.5,10.0,77.0
7.9,91.9,6.7,79.9
5.3,97.7,5.4,80.1
3.8,95.3,8.6,67.7
6.5,66.6,3.1,82.8
16.1,83.8,3.2,87.5
8.8,79.4,7.8,67.9
18.6,63.4,4.7,75.2
15.2,90.6,6.9,93.4
1.2,75.2,7.2,58.7
19.6,78.9,7.0,100.0
20.7,85.9,6.6,100.0
8.0,89.0,4.5,77.8
17.9,83.3,2.2,86.4
9.0,88.6,5.3,61.1
15.7,99.4,7.3,77.6
6.1,67.7,6.5,58.4
2.4,93.0,5.4,70.5
12.3,75.6,4.5,82.4
14.1,85.6,6.7,83.4
12.2,78.0,7.3,94.3
6.7,87.9,8.6,57.0
12.2,82.1,7.3,98.4
16.9,73.8,5.0,84.3
14.7,72.7,5.5,81.5
16.3,85.7,3.6,90.0
10.3,80.0,6.4,88.4
23.2,82.2,5.5,100.0
6.8,86.9,6.4,67.4
18.4,89.4,6.6,83.1
23.3,98.5,7.6,100.0
18.4,78.9,5.3,95.7
13.6,88.9,6.0,75.6
11.3,86.5,6.5,69.2
22.3,78.9,3.2,100.0
5.0,69.8,5.5,76.9
8.2,73.1,6.6,72.2
12.2,92.7,8.1,79.1
23.7,85.1,4.4,100.0
17.7,85.1,5.1,95.4
8.2,100.0,7.9,64.1
12.8,65.5,6.3,76.6
10.7,87.2,7.3,83.3
10.0,74.6,5.0,80.3
21.9,65.9,3.2,100.0
5.4,89.8,7.5,45.6
26.3,80.5,6.3,100.0
20.8,74.6,3.9,96.2
22.6,75.0,6.9,100.0
11.8,72.9,8.0,66.2
14.0,72.9,6.6,92.1
5.0,83.7,8.7,61.7
11.3,89.2,7.5,60.6
18.5,77.9,6.3,94.4
24.1,55.1,4.7,97.5
7.2,100.0,8.6,100.0
12.4,81.4,5.9,92.9
13.9,82.1,7.5,84.3
5.2,95.2,7.4,57.5
19.1,83.5,5.4,93.2
9.9,99.5,8.7,68.6
13.6,82.2,6.0,96.3
11.8,73.2,7.5,64.0
9.5,94.4,8.5,91.6
15.0,83.2,6.3,72.4
13.5,79.3,6.3,66.1
12.4,87.6,5.3,79.3
9.9,87.3,8.2,76.5
17.2,80.1,8.7,87.5
26.6,72.7,6.7,100.0
16.0,73.3,6.0,92.9
22.0,77.8,3.6,93.4
5.3,73.2,5.4,69.3
16.1,100.0,4.3,93.8
7.3,74.1,2.4,74.3
4.7,91.0,8.4,66.3
9.8,99.1,4.8,77.9
23.3,77.8,6.6,100.0
21.7,89.5,6.3,99.2
16.7,91.7,4.6,86.9
4.3,85.8,8.0,72.6
13.6,80.2,4.8,74.2
17.1,92.3,7.8,87.9
16.2,92.1,4.0,100.0
2.1,81.0,5.5,31.0
8.8,98.9,3.8,81.8
14.6,89.0,4.8,82.8
18.8,83.2,3.3,85.3
0.0,89.6,5.9,50.6
13.9,93.0,3.0,82.7
16.0,100.0,8.4,79.7
20.9,86.3,7.8,100.0
19.9,86.6,5.4,100.0
19.1,82.6,7.7,100.0
9.4,99.1,5.1,76.7
1.6,89.1,6.0,71.5
12.2,73.3,9.0,95.8
22.0,88.9,2.5,100.0
24.8,83.6,8.7,92.6
20.0,81.1,3.4,100.0
18.0,89.3,9.5,84.5
17.7,73.4,8.3,100.0
11.1,93.9,3.7,65.4
14.1,100.0,5.3,100.0
26.7,95.8,3.6,100.0
8.4,87.4,5.7,79.3
26.3,77.8,9.2,100.0
12.7,82.6,6.3,87.7
24.3,95.7,5.2,99.0
5.2,83.5,5.9,45.8
19.1,74.9,4.9,100.0
9.8,79.0,4.0,85.9
5.1,100.0,3.2,62.3
16.5,90.4,0.7,75.8
22.1,71.2,7.3,100.0
9.1,86.0,7.3,72.4
4.5,100.0,6.0,49.8
14.4,81.4,6.9,81.5
14.4,91.5,5.9,94.0
18.8,84.0,5.9,100.0
21.6,72.3,9.3,100.0
14.6,93.2,3.7,90.4
28.0,85.1,5.7,100.0
16.6,75.9,8.1,93.7
12.6,90.7,5.6,81.5
3.7,91.9,7.0,60.8
13.2,85.8,2.9,80.7
12.6,91.2,6.8,69.8
21.7,73.4,0.6,100.0
18.2,91.0,7.3,91.4
6.7,81.6,7.5,81.1
16.2,85.3,8.5,91.5
19.7,72.6,6.9,100.0
25.7,71.1,7.5,100.0
21.2,84.5,5.2,100.0
20.3,82.4,5.6,92.5
15.4,79.5,9.5,88.2
17.7,77.4,6.2,87.6
23.7,83.8,3.9,100.0
5.7,70.0,5.6,61.2
12.6,83.1,8.1,100.0
9.6,100.0,8.3,63.2
17.7,70.0,5.8,100.0
23.6,78.6,6.4,96.8
10.8,100.0,3.0,95.6
0.0,83.9,6.7,63.7
12.1,67.9,5.4,81.0
21.4,76.6,7.2,100.0
18.8,75.0,6.5,97.3
18.0,75.2,5.9,98.6
13.0,95.2,6.8,81.3
6.0,69.3,5.8,52.8
18.6,95.2,5.1,88.0
9.2,77.2,7.1,46.8
30.3,53.2,5.6,100.0
19.0,88.8,9.4,100.0
10.9,74.3,7.0,83.2
10.7,82.8,9.4,93.0
14.3,95.9,6.9,85.9
13.3,74.7,6.1,75.0
22.8,77.1,1.6,100.0
16.3,84.0,4.8,85.2
9.9,82.4,3.2,78.6
28.2,99.1,8.0,100.0
15.3,83.5,4.9,94.9
20.4,84.5,4.7,96.2
10.7,73.8,4.0,80.3
17.5,80.7,5.1,100.0
17.2,100.0,5.4,82.9
1.8,85.4,5.6,53.2
29.1,71.3,9.6,100.0
24.0,100.0,7.5,100.0
12.2,90.0,7.9,88.9
7.3,100.0,6.2,58.0
17.4,77.2,2.6,100.0
15.6,92.3,4.7,86.8
17.5,82.5,5.9,78.7
16.3,82.5,3.3,100.0
18.5,100.0,5.6,92.2
25.1,100.0,4.6,100.0
19.0,84.6,5.8,98.4
7.7,78.2,2.3,62.4
24.5,73.0,9.9,100.0
26.5,71.8,10.0,100.0
37.1,79.8,3.4,100.0
7.1,87.2,7.3,95.0
16.7,84.1,6.7,88.4
0.4,79.5,4.0,45.9
18.9,66.3,7.8,100.0
11.2,92.3,4.7,90.8
28.5,81.6,4.2,100.0
9.6,90.8,4.4,76.5
3.2,99.4,6.9,44.9
11.7,88.2,10.0,86.6
1.2,52.6,2.6,64.1
20.3,83.5,9.7,96.7
0.5,68.5,6.1,32.6
15.2,82.5,4.9,100.0
0.5,93.4,6.1,48.8
12.8,97.4,7.0,92.0
26.5,100.0,5.7,100.0
17.5,98.1,5.7,92.6
9.0,87.7,2.5,67.8
14.8,100.0,7.5,75.5
15.1,67.2,10.0,81.3
18.3,89.1,5.0,88.3
5.4,79.4,5.3,59.9
19.1,94.8,5.5,100.0
0.0,80.0,3.2,50.7
10.6,79.8,5.6,84.1
11.6,68.6,6.8,94.1
19.4,88.9,6.7,100.0
15.2,93.4,8.7,79.1
5.2,90.2,5.0,54.8
8.1,85.6,5.5,76.0
16.4,82.5,2.9,90.9
14.4,74.9,7.8,98.0
10.9,80.5,7.1,67.4
11.6,69.1,6.8,87.1
19.9,76.4,5.2,100.0
11.4,82.8,4.9,77.0
14.4,92.2,2.8,84.9
30.2,91.5,1.5,100.0
5.0,100.0,6.5,58.4
2.0,90.9,7.3,39.7
20.5,76.8,4.6,100.0
10.2,85.9,6.0,83.4
12.8,88.0,5.8,62.7
9.5,80.7,10.0,100.0
13.2,78.7,9.0,74.6
26.2,83.6,5.2,100.0
20.6,83.7,3.8,100.0
21.0,77.2,4.2,100.0
5.1,94.6,5.6,64.1
6.9,94.4,6.4,73.3
0.0,92.8,6.3,67.6
9.3,75.5,2.4,73.3
21.7,86.1,5.9,100.0
18.6,72.9,8.6,100.0
13.4,100.0,5.3,71.3
14.8,81.0,6.1,84.4
10.2,90.9,4.7,62.6
16.4,97.3,4.5,95.1
20.4,85.3,3.8,100.0
3.7,98.2,6.7,46.8
17.1,86.0,8.5,80.0
21.5,80.0,3.8,100.0
12.1,71.4,8.7,75.0
19.9,100.0,8.2,100.0
34.7,90.9,3.4,100.0
14.3,100.0,8.1,85.3
17.8,87.5,6.7,99.1
9.8,87.1,4.6,70.7
16.3,94.7,5.3,79.4
18.2,73.6,1.8,92.1
16.4,88.2,5.4,83.4
7.9,99.7,4.1,87.1
16.4,79.8,7.2,85.7
25.2,86.5,4.5,100.0
18.1,75.7,6.2,100.0
21.7,74.4,8.4,100.0
13.3,61.6,6.2,82.2
20.2,83.9,1.5,94.4
17.0,92.2,5.6,100.0
8.3,72.3,5.5,67.9
17.2,88.4,8.9,82.1
8.1,72.5,4.0,81.2
10.6,71.2,2.8,63.7
16.3,85.2,5.6,100.0
17.1,100.0,5.9,100.0
6.7,90.4,5.4,78.6
22.4,89.6,3.5,100.0
19.0,80.9,4.8,89.2
10.1,76.5,6.8,73.1
4.2,74.5,6.4,71.0
14.0,90.0,5.7,91.1
11.9,83.3,6.2,89.2
15.8,86.2,6.9,87.6
12.5,81.9,3.5,80.1
0.9,73.1,7.7,48.3
12.3,90.4,5.7,98.9
12.9,83.4,6.2,82.3
19.4,80.5,6.6,96.7
10.1,89.4,7.1,63.1
26.8,100.0,4.6,100.0
1.6,76.6,5.3,61.9
24.2,83.0,7.0,100.0
13.4,86.6,7.3,86.4
21.0,78.7,4.4,100.0
15.6,86.9,2.9,98.0
23.0,97.1,4.6,98.5
12.3,70.8,8.5,88.4
7.3,74.1,9.6,69.1
24.9,71.5,5.6,100.0
14.2,100.0,3.6,81.6
16.6,81.7,8.5,82.5
23.6,81.3,4.8,100.0
7.8,86.0,8.6,84.5
19.2,75.9,5.8,96.0
10.9,85.8,8.5,79.5
14.1,85.7,4.7,81.7
15.5,93.3,5.3,72.7
4.5,85.9,6.8,50.4
9.5,83.2,1.9,81.6
24.5,80.0,5.2,100.0
21.2,82.9,4.4,93.5
14.6,100.0,8.2,88.0
16.7,89.8,6.8,94.3
12.9,65.5,6.2,79.7
24.5,86.7,4.9,100.0
13.6,78.0,4.0,83.1
16.6,64.0,4.2,95.0
23.0,81.5,5.0,100.0
9.6,75.8,6.7,100.0
25.9,89.0,10.0,100.0
4.3,77.4,6.9,48.6
26.4,92.7,4.5,100.0
12.4,81.7,10.0,82.4
13.3,91.4,2.6,84.8
1.8,84.8,7.0,44.7
11.8,100.0,7.8,83.5
7.7,83.2,5.7,82.4
10.7,84.6,3.1,84.5
14.0,80.6,5.4,79.4
21.7,76.0,7.9,100.0
16.5,67.0,6.9,95.9
17.2,88.6,9.0,83.4
7.3,93.9,10.0,60.3
8.8,73.4,9.1,68.4
27.6,75.7,7.9,100.0
9.9,80.2,3.0,59.0
26.6,73.1,8.6,100.0
13.3,97.6,4.6,84.5
15.0,99.0,8.2,87.5
22.5,90.1,7.2,100.0
23.9,87.7,3.1,100.0
14.2,79.3,6.9,83.3
12.3,73.4,3.9,78.7
14.6,76.3,4.3,90.5
17.4,98.7,6.3,92.1
21.2,74.6,4.1,100.0
15.0,99.2,5.0,94.4
19.3,100.0,6.5,100.0
26.5,84.4,3.5,100.0
17.7,78.2,9.4,83.0
17.2,79.0,1.8,87.3
4.4,75.3,9.2,70.7
0.0,77.6,7.6,32.1
17.7,73.3,6.6,99.7
14.3,73.6,6.8,81.8
11.4,91.6,2.1,78.6
16.7,78.4,5.1,100.0
14.6,65.1,7.4,89.7
22.9,92.2,5.9,84.5
15.6,86.0,7.7,98.7
9.8,83.9,6.9,84.5
21.9,100.0,8.4,100.0
13.5,83.4,4.1,90.8
18.7,95.0,8.8,100.0
11.7,97.8,4.2,77.7
10.5,86.0,2.5,75.4
15.6,81.7,4.9,89.6
15.1,70.8,9.0,95.4
18.4,100.0,3.8,97.5
13.1,97.7,6.5,88.6
2.1,85.2,6.3,57.7
12.0,84.7,5.7,82.1
20.6,71.4,8.1,100.0
12.9,79.0,5.5,84.0
13.3,80.6,7.8,75.5
21.9,85.0,3.6,100.0
10.0,93.8,4.3,78.3
4.2,91.9,7.1,55.8
13.9,87.1,6.4,85.5
11.6,100.0,1.9,75.1
8.2,75.6,7.2,83.2
13.8,81.7,5.6,83.0
18.4,90.7,7.8,95.1
14.9,61.8,5.8,81.4
17.1,83.0,5.6,98.8
27.7,75.5,6.0,100.0
12.6,67.4,1.6,99.6
16.9,93.0,5.1,77.4
11.4,100.0,4.5,84.3
9.1,88.0,4.6,71.1
10.9,85.1,6.9,78.0
11.6,91.4,8.8,82.7
17.5,77.2,5.2,83.8
31.4,74.3,5.2,100.0
10.0,79.4,8.2,71.7
12.1,98.2,6.6,74.8
14.6,80.3,10.0,79.9
17.8,84.5,6.2,81.6
16.8,72.8,1.8,76.7
24.0,77.5,7.4,95.4
0.0,82.0,4.7,58.5
0.0,90.2,3.5,42.8
11.5,90.9,4.9,78.7
22.7,92.6,3.6,100.0
4.0,61.1,8.2,53.1
0.0,100.0,5.3,51.2
19.0,69.0,5.3,100.0
16.7,72.0,8.0,86.3
7.4,96.1,10.0,60.0
8.1,76.2,4.9,69.0
8.2,75.5,3.5,69.8
15.8,82.0,9.3,94.2
10.6,87.7,4.6,76.3
18.5,90.3,4.6,100.0
0.0,86.6,4.0,41.4
9.0,81.3,5.9,82.0
7.1,85.4,2.6,52.5
13.2,94.9,2.9,78.2
11.2,84.6,3.8,79.7
20.6,84.3,4.1,100.0
2.0,90.9,4.8,53.7
15.3,72.6,6.5,91.9
18.9,83.4,4.6,83.2
28.0,92.3,7.1,100.0
11.6,85.0,5.4,73.4
17.3,75.4,4.3,83.0
2.4,100.0,7.7,49.2
0.0,90.0,3.2,47.9
20.9,95.2,6.0,99.1
15.0,89.6,6.3,83.9
23.2,99.1,2.5,78.8
5.4,75.3,6.2,68.5
18.6,80.6,5.1,92.6
28.1,79.5,4.3,100.0
17.9,83.9,7.9,92.5
16.9,75.7,5.6,80.2
15.1,74.4,9.9,76.1
4.0,76.5,7.7,65.6
24.5,82.6,8.0,100.0
10.7,99.8,7.3,69.7
18.5,86.2,3.8,95.7
4.1,66.2,7.4,54.7
6.7,68.9,8.5,80.7
25.0,87.5,6.4,100.0
12.6,75.9,4.5,70.1
25.2,76.9,4.5,100.0
14.5,80.3,4.1,81.1
2.1,99.9,2.8,45.9
21.2,90.9,8.9,93.1
10.9,93.0,5.1,100.0
19.9,80.5,6.3,100.0
15.2,77.1,5.8,100.0
4.2,80.6,3.4,65.9
16.2,66.2,7.9,92.7
30.4,100.0,6.9,100.0
18.5,89.1,4.8,100.0
14.6,81.8,2.0,71.4
22.5,88.6,5.8,100.0
16.5,73.6,4.2,88.0
16.5,90.0,6.7,94.6
7.4,84.9,8.4,57.6
16.6,86.4,8.3,100.0
22.2,72.8,6.3,100.0
9.1,96.7,5.5,85.3
25.0,76.8,6.9,100.0
14.4,85.0,4.2,100.0
8.8,80.5,7.6,69.7
22.0,99.4,3.4,100.0
13.0,99.0,7.6,96.7
20.3,90.6,7.0,100.0
13.0,79.6,6.1,78.1
14.6,91.7,9.5,97.4
18.5,94.7,8.8,89.2
17.0,92.8,5.5,95.3
1.0,95.4,5.5,53.7
7.2,92.5,6.7,77.0
21.5,90.5,10.0,100.0
14.1,77.0,5.4,82.9
11.3,100.0,8.1,85.8
5.5,86.2,8.8,62.4
7.4,71.4,4.4,67.0
0.8,97.3,6.1,77.1
14.3,76.7,9.3,84.6
10.8,92.8,6.2,58.4
8.2,100.0,5.6,70.3
14.5,80.3,4.1,95.9
17.5,86.2,3.8,100.0
29.7,77.5,6.4,100.0
4.4,79.5,6.1,61.5
23.1,66.2,3.7,100.0
21.8,87.3,5.6,100.0
9.5,98.4,2.4,80.6
16.4,92.6,4.7,89.9
11.8,80.9,4.3,77.5
16.3,90.8,10.0,99.0
25.6,70.5,5.2,100.0
19.2,93.5,3.9,100.0
18.6,83.8,5.2,100.0
12.0,79.4,3.2,75.6
4.6,68.2,3.6,65.0
13.5,85.9,4.7,80.8
23.4,88.4,8.6,100.0
4.3,98.4,5.7,60.6
7.6,86.5,7.0,68.7
15.9,82.4,3.5,99.8
8.1,92.5,6.8,76.8
9.5,72.1,4.8,77.9
12.0,88.1,5.7,76.4
5.4,83.3,9.1,52.4
8.2,77.6,6.3,71.6
19.9,93.5,6.6,100.0
5.8,88.3,7.5,65.8
3.8,73.7,9.7,54.6
10.6,100.0,3.5,78.0
20.1,73.5,5.7,98.8
13.6,76.6,8.0,82.4
11.7,84.5,3.9,78.2
15.3,70.4,4.4,100.0
2.8,76.9,4.6,55.4
18.5,70.9,3.5,100.0
17.7,96.8,5.0,84.2
12.1,64.5,7.3,65.3
22.0,79.1,5.7,100.0
7.1,80.8,5.2,84.3
22.9,91.8,4.7,100.0
16.1,80.6,7.4,97.8
12.6,98.2,7.0,86.5
14.9,87.3,6.5,88.8
14.2,82.8,4.3,86.5
23.5,80.2,5.3,100.0
7.5,77.7,2.7,81.5
9.7,78.3,8.1,81.7
22.3,73.0,6.8,84.2
10.8,73.6,4.3,83.7
21.3,86.6,10.0,88.9
26.9,91.2,4.9,100.0
12.2,72.5,2.8,86.0
19.8,88.0,7.3,82.8
6.9,90.4,8.2,60.0
20.3,86.0,5.2,98.9
16.4,86.8,5.6,96.0
18.3,63.5,5.8,100.0
10.5,84.6,5.1,79.7
3.4,82.1,7.6,71.9
18.5,99.4,7.8,93.8
0.6,69.7,9.6,62.7
12.8,80.6,6.9,83.6
21.6,79.4,7.7,100.0
16.3,91.3,5.6,87.1
28.6,82.1,2.4,100.0
22.2,81.3,7.6,100.0
10.4,94.0,8.1,76.6
15.2,89.1,9.6,79.9
14.7,79.5,7.9,98.1
3.9,93.4,4.1,60.8
8.4,69.6,4.4,72.0
11.1,99.8,4.5,83.5
0.7,93.3,5.9,54.2
15.3,89.9,3.6,88.5
13.3,86.8,4.0,99.2
3.3,90.6,5.8,47.2
17.8,84.5,5.3,100.0
20.0,66.0,5.5,100.0
16.6,100.0,3.7,76.9
12.7,98.7,3.6,93.6
19.1,69.1,6.4,91.5
19.8,96.4,6.9,100.0
17.2,80.6,8.6,87.7
9.2,94.2,3.4,98.5
16.9,92.4,5.2,93.0
